order_id,customer_id,order_date,dish_ids,total_amount,status,payment_method,address,note,customer_name,customer_phone
401,8,2024-03-24 17:54:00,"13,28,44,48,132",300000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
402,25,2024-07-08 15:56:00,"44,49,96,132",360000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
403,18,2024-09-26 13:53:00,"44,49,96,132",360000,cancelled,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
404,38,2025-07-08 16:48:00,"13,26,49,132",240000,completed,momo,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
405,31,2025-07-02 20:55:00,"43,48,119,132",360000,cancelled,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
406,37,2026-01-01 10:32:00,"13,26,49,132",240000,pending,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
407,13,2024-06-26 12:13:00,"14,27,44,132",208000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
408,47,2025-09-01 14:20:00,"49,109,110,132",395000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
409,1,2024-10-09 18:29:00,"12,48,76,132",319000,cancelled,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
410,38,2024-05-31 19:37:00,"13,28,44,132",245000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
411,25,2024-12-18 16:16:00,"44,48,97,132",415000,cooking,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
412,44,2024-05-27 19:38:00,"13,28,48,132",235000,delivering,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
413,22,2024-10-02 15:01:00,"48,49,95,132",410000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
414,48,2024-08-21 12:19:00,"13,26,49,132",240000,cooking,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
415,27,2024-07-11 17:13:00,"13,44,66",210000,cooking,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
416,33,2024-03-08 14:45:00,"38,49,118,132",415000,delivering,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
417,30,2024-02-29 13:02:00,"13,28,48,49,132",295000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
418,41,2025-04-20 18:25:00,"44,49,96,132",360000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
419,36,2024-06-30 17:37:00,"34,48,117,132",410000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
420,37,2025-01-30 10:10:00,"13,26,49,132",240000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
421,50,2025-02-23 18:01:00,"44,48,94,132",485000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
422,20,2024-08-17 14:38:00,"13,48,119",230000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
423,34,2025-04-22 14:43:00,"44,102,105,132",590000,cancelled,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
424,42,2025-11-09 15:35:00,"13,28,48,132",235000,cancelled,zalopay,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
425,21,2024-12-10 14:40:00,"13,28,44,132",245000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
426,39,2024-02-28 22:54:00,"48,49,93,132",450000,delivering,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
427,27,2024-10-29 14:58:00,"13,28,48,132",235000,delivering,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
428,47,2025-08-08 13:21:00,"13,48,74",210000,completed,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
429,36,2024-06-23 20:56:00,"4,48,74,132",299000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
430,49,2026-01-12 22:35:00,"13,28,44,132",245000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
431,22,2026-02-01 14:26:00,"44,48,94,132",485000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
432,41,2025-04-26 10:55:00,"44,102,105,132",590000,cancelled,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
433,44,2025-05-27 11:55:00,"48,106,108,132",500000,delivering,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
434,22,2024-06-03 12:12:00,"13,27,48,132",195000,delivering,zalopay,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
435,32,2024-07-03 22:05:00,"1,48,61,132",330000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
436,11,2024-08-02 22:49:00,"13,28,48,132",235000,cancelled,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
437,28,2025-10-10 16:25:00,"13,28,44,132",245000,cooking,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
438,34,2024-01-15 15:48:00,"40,44,123,132",325000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
439,25,2024-11-15 12:06:00,"44,48,49,95,132",475000,pending,zalopay,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
440,47,2024-11-01 14:29:00,"13,27,48,132",195000,pending,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
441,32,2024-05-17 15:57:00,"49,109,110,132",395000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
442,38,2024-08-04 21:01:00,"13,28,48,49,132",295000,pending,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
443,35,2025-10-17 14:49:00,"13,28,48,132",235000,cancelled,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
444,8,2024-01-21 10:44:00,"13,28,44,132",245000,delivering,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
445,45,2025-12-19 12:13:00,"27,48,125,132",320000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
446,27,2025-09-12 21:08:00,"43,48,119,132",360000,completed,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
447,39,2024-04-18 17:12:00,"13,28,44,132",245000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
448,36,2024-10-29 12:02:00,"4,48,74,132",299000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
449,8,2025-11-18 11:58:00,"2,48,49,65,132",430000,cancelled,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
450,30,2024-09-19 20:14:00,"38,48,49,118,132",470000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
451,44,2024-02-10 14:23:00,"13,26,49,132",240000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
452,9,2024-02-16 10:54:00,"13,26,49,132",240000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
453,22,2026-01-20 11:23:00,"13,49,118",255000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
454,31,2025-01-29 21:54:00,"44,102,105,132",590000,delivering,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
455,38,2024-06-12 11:26:00,"13,27,48,132",195000,cooking,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
456,2,2026-03-08 15:39:00,"48,49,93,132",450000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
457,21,2024-03-05 14:41:00,"48,103,105,132",420000,completed,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
458,45,2025-06-15 18:44:00,"13,44,48,61",245000,cancelled,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
459,10,2025-11-23 20:24:00,"48,106,108,132",500000,pending,zalopay,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
460,11,2025-04-25 17:55:00,"13,43,48,132",215000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
461,36,2024-02-21 18:14:00,"2,49,65,132",375000,delivering,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
462,32,2025-08-09 17:05:00,"44,102,105,132",590000,cooking,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
463,1,2024-02-06 18:35:00,"13,28,48,132",235000,completed,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
464,22,2025-11-01 20:29:00,"38,49,118,132",415000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
465,46,2025-09-26 19:30:00,"2,49,65,132",375000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
466,36,2025-10-10 22:18:00,"44,48,94,132",485000,pending,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
467,46,2025-05-19 12:52:00,"13,27,48,132",195000,delivering,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
468,13,2024-08-08 17:52:00,"48,49,93,132",450000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
469,33,2025-04-13 20:37:00,"13,48,119,132",245000,completed,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
470,33,2025-03-19 19:30:00,"13,27,48,132",195000,completed,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",,,
471,21,2025-09-06 19:56:00,"13,26,49,132",240000,pending,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
472,9,2024-12-17 14:28:00,"48,49,95,132",410000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
473,48,2025-07-14 15:45:00,"48,49,92,132",430000,pending,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
474,44,2025-12-04 15:58:00,"13,49,118",255000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
475,31,2026-02-18 15:35:00,"1,48,61,132",330000,cancelled,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
476,34,2025-03-08 22:00:00,"40,44,123,132",325000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
477,11,2024-07-23 14:48:00,"13,27,48,132",195000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
478,40,2025-01-02 17:06:00,"48,49,92,132",430000,pending,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
479,25,2025-12-10 20:03:00,"11,44,66,132",350000,delivering,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
480,50,2024-07-26 19:55:00,"27,44,48,125,132",385000,cooking,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
481,47,2025-09-09 13:49:00,"13,48,119",230000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
482,25,2026-01-22 18:07:00,"13,26,49,132",240000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
483,46,2024-01-06 15:29:00,"44,49,96,132",360000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
484,36,2025-05-17 22:36:00,"13,44,48,119",295000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
485,33,2025-06-17 11:50:00,"43,48,49,119,132",420000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
486,22,2024-08-06 20:21:00,"12,48,49,76,132",379000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
487,1,2025-07-28 22:41:00,"43,48,119,132",360000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
488,21,2024-09-06 10:43:00,"13,49,118",255000,delivering,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
489,50,2024-01-26 18:52:00,"40,44,123,132",325000,completed,momo,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
490,7,2024-11-24 18:05:00,"34,48,49,117,132",470000,completed,momo,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
491,7,2025-12-02 16:53:00,"13,27,48,49,132",255000,completed,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
492,46,2024-06-06 10:29:00,"13,27,48,132",195000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
493,15,2025-07-25 11:36:00,"13,27,44,48,132",260000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
494,8,2024-01-18 16:43:00,"12,48,76,132",319000,pending,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
495,5,2025-08-22 10:44:00,"13,27,48,132",195000,completed,momo,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
496,29,2024-10-15 22:59:00,"48,49,92,132",430000,delivering,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
497,35,2024-05-19 21:25:00,"48,49,106,108,132",560000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
498,3,2025-07-22 12:07:00,"13,28,48,132",235000,completed,zalopay,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
499,48,2024-03-28 14:13:00,"40,44,123,132",325000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
500,8,2025-09-23 14:12:00,"14,27,44,49,132",268000,completed,zalopay,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
501,5,2024-03-15 14:42:00,"44,102,105,132",590000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
502,42,2024-12-31 12:42:00,"34,48,117,132",410000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
503,22,2024-11-21 17:28:00,"13,27,48,132",195000,cancelled,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
504,28,2025-01-08 22:20:00,"14,27,44,132",208000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
505,24,2025-10-18 16:17:00,"44,48,94,132",485000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
506,7,2024-11-08 17:35:00,"48,105,111,132",370000,completed,zalopay,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
507,41,2024-07-20 14:46:00,"14,27,44,132",208000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
508,38,2025-08-15 16:49:00,"13,28,48,132",235000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
509,50,2025-07-06 17:41:00,"40,44,123,132",325000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
510,33,2024-10-24 12:29:00,"13,48,119",230000,pending,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
511,49,2025-09-20 20:10:00,"38,49,118,132",415000,pending,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
512,10,2025-08-02 20:55:00,"48,49,93,132",450000,cooking,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
513,43,2025-01-13 13:02:00,"34,44,48,117,132",475000,completed,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
514,21,2024-02-17 10:41:00,"48,106,108,132",500000,completed,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
515,42,2025-08-06 12:24:00,"44,49,96,132",360000,delivering,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
516,23,2024-08-16 18:25:00,"43,48,119,132",360000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
517,15,2024-05-22 17:10:00,"13,28,48,132",235000,completed,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
518,8,2025-01-05 19:45:00,"44,48,49,94,132",545000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
519,11,2025-05-05 13:37:00,"48,106,108,132",500000,delivering,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
520,33,2024-06-13 12:40:00,"13,28,44,132",245000,completed,zalopay,"Số 5 Lê Lợi, Q1, TP.HCM",,,
521,39,2024-07-03 18:25:00,"13,43,48,132",215000,cancelled,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
522,27,2025-05-08 12:14:00,"13,26,49,132",240000,cancelled,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
523,44,2024-09-27 12:46:00,"13,49,118",255000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
524,13,2024-05-15 11:01:00,"13,27,48,132",195000,pending,momo,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
525,40,2024-06-30 17:57:00,"14,27,44,132",208000,cancelled,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
526,1,2025-09-09 18:52:00,"13,28,44,49,132",305000,delivering,momo,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
527,31,2025-03-15 13:51:00,"13,27,48,132",195000,delivering,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
528,15,2024-09-17 17:49:00,"13,26,49,132",240000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
529,1,2024-01-06 21:47:00,"48,103,105,132",420000,cancelled,momo,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
530,21,2024-07-29 21:51:00,"13,28,48,132",235000,delivering,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
531,35,2024-09-16 14:54:00,"49,109,110,132",395000,delivering,zalopay,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
532,27,2025-02-10 22:13:00,"44,48,97,132",415000,pending,momo,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
533,37,2025-05-10 14:19:00,"10,48,119,132",319000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
534,11,2025-04-02 22:44:00,"13,28,44,132",245000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
535,46,2025-09-20 21:43:00,"2,49,65,132",375000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
536,6,2025-04-27 19:27:00,"13,26,49,132",240000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
537,26,2026-01-11 16:59:00,"13,26,49,132",240000,cancelled,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
538,29,2024-06-28 20:31:00,"13,27,48,132",195000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
539,3,2025-09-21 12:43:00,"44,48,49,97,132",475000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
540,43,2026-03-09 16:22:00,"13,43,44,48,132",280000,delivering,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
541,47,2024-04-02 18:18:00,"43,48,119,132",360000,pending,zalopay,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
542,1,2025-04-10 16:36:00,"44,48,49,97,132",475000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
543,8,2025-05-30 14:21:00,"13,28,44,132",245000,pending,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
544,50,2025-01-21 19:30:00,"48,49,95,132",410000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Ít cay,,
545,5,2025-05-08 11:16:00,"13,48,74",210000,delivering,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
546,1,2024-12-27 18:34:00,"1,48,61,132",330000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
547,12,2024-12-16 11:35:00,"12,48,76,132",319000,cooking,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
548,13,2026-02-03 20:59:00,"13,48,61",180000,cooking,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
549,10,2024-09-12 19:22:00,"44,49,96,132",360000,completed,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Ít cay,,
550,21,2025-05-08 15:39:00,"13,48,49,118",310000,cooking,zalopay,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
551,15,2025-06-07 14:25:00,"48,49,93,132",450000,cancelled,cod,"Số 1 Nguyễn Huệ, Q1, TP.HCM",Không hành,,
552,23,2025-07-07 10:32:00,"48,103,105,132",420000,delivering,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
553,44,2025-12-06 10:00:00,"43,48,119,132",360000,completed,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
554,17,2024-09-22 12:35:00,"1,48,61,132",330000,completed,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",Không hành,,
555,27,2025-05-25 16:13:00,"2,49,65,132",375000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
556,7,2025-08-12 20:14:00,"48,49,105,111,132",430000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
557,12,2025-04-29 22:00:00,"11,44,49,66,132",410000,delivering,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
558,36,2025-05-13 14:16:00,"40,44,123,132",325000,cancelled,cod,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
559,29,2025-05-02 20:06:00,"13,43,44,48,132",280000,completed,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
560,27,2024-09-20 15:01:00,"13,48,61",180000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Không hành,,
561,12,2025-10-27 20:34:00,"48,49,93,132",450000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
562,40,2025-04-02 11:24:00,"34,48,117,132",410000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
563,40,2024-12-11 16:40:00,"13,43,48,132",215000,cancelled,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
564,19,2024-11-17 15:41:00,"13,43,48,132",215000,completed,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
565,38,2026-03-10 15:47:00,"44,49,96,132",360000,pending,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
566,43,2024-05-08 21:15:00,"48,49,93,132",450000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
567,2,2025-04-29 18:03:00,"12,48,76,132",319000,delivering,momo,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
568,25,2024-03-27 20:59:00,"44,49,96,132",360000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
569,11,2024-05-14 18:53:00,"48,105,111,132",370000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
570,18,2025-04-23 18:59:00,"1,48,61,132",330000,pending,bank,"Số 5 Lê Lợi, Q1, TP.HCM",Không hành,,
571,41,2025-04-12 20:47:00,"48,49,93,132",450000,cancelled,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
572,6,2025-05-08 18:14:00,"48,49,92,132",430000,cooking,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
573,49,2024-01-01 18:52:00,"44,48,49,96,132",415000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
574,1,2026-02-12 17:19:00,"40,44,123,132",325000,delivering,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
575,36,2024-07-12 16:56:00,"13,28,48,132",235000,delivering,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
576,28,2024-08-13 14:05:00,"11,44,66,132",350000,completed,momo,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
577,27,2025-06-28 22:17:00,"44,48,97,132",415000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
578,45,2025-09-24 17:17:00,"44,48,97,132",415000,cancelled,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
579,18,2024-07-09 11:18:00,"13,28,48,132",235000,completed,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
580,27,2025-05-20 13:21:00,"48,49,95,132",410000,completed,bank,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Ít cay,,
581,18,2026-02-07 12:03:00,"13,28,48,132",235000,delivering,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Ít cay,,
582,50,2025-01-25 10:07:00,"44,48,49,93,132",515000,completed,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
583,31,2025-06-17 20:13:00,"13,28,48,132",235000,delivering,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
584,17,2025-07-16 18:07:00,"13,27,48,132",195000,cooking,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
585,41,2024-08-11 11:15:00,"13,27,48,132",195000,delivering,bank,"Số 1 Nguyễn Huệ, Q1, TP.HCM",,,
586,1,2025-02-09 22:15:00,"44,48,97,132",415000,completed,zalopay,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
587,6,2024-09-11 12:31:00,"13,48,119",230000,cancelled,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
588,7,2024-06-06 21:34:00,"13,27,48,132",195000,completed,bank,"Số 5 Lê Lợi, Q1, TP.HCM",,,
589,29,2026-02-13 15:51:00,"27,48,125,132",320000,completed,cod,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",Ít cay,,
590,46,2024-09-13 10:31:00,"4,48,74,132",299000,cooking,momo,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",Không hành,,
591,47,2025-07-10 15:20:00,"34,48,49,117,132",470000,cooking,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
592,17,2025-04-05 14:52:00,"13,43,48,49,132",275000,pending,bank,"Số 20 Đinh Tiên Hoàng, Q1, TP.HCM",,,
593,24,2024-07-08 10:39:00,"38,49,118,132",415000,cancelled,cod,"Số 12 Trần Hưng Đạo, Q5, TP.HCM",,,
594,32,2024-07-13 18:43:00,"40,44,123,132",325000,pending,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
595,34,2024-11-25 11:06:00,"1,48,61,132",330000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",,,
596,37,2024-07-15 11:02:00,"13,28,48,132",235000,delivering,bank,"Số 8 Hai Bà Trưng, Q1, TP.HCM",Không hành,,
597,46,2025-01-10 13:38:00,"13,48,119",230000,completed,cod,"Số 5 Lê Lợi, Q1, TP.HCM",Ít cay,,
598,36,2025-10-16 10:23:00,"13,26,49,132",240000,delivering,bank,"Số 3 Nguyễn Đình Chiểu, Q3, TP.HCM",,,
599,20,2024-02-11 21:04:00,"13,49,118",255000,completed,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
600,13,2025-06-28 16:12:00,"13,26,49,132",240000,pending,cod,"Số 8 Hai Bà Trưng, Q1, TP.HCM",,,
